receiver_player_id,receiver_player_name,targets,Receptions,AirYards,ReceivingYards,completeAirYards,Touchdowns,expReceptions,expCompAirYards,PPR_points
00-0032765,M.Thomas,56,48,418,609,377,3,36.60329699740662,230.70307231191296,126.9
00-0033921,C.Godwin,50,40,469,552,336,4,31.451624151107644,252.52546709540286,119.2
00-0027150,J.Edelman,63,46,519,467,313,4,41.17616476741055,278.90503480772526,116.7
00-0031408,M.Evans,52,36,758,563,449,4,29.570471512603294,350.82932333911083,116.30000000000001
00-0031588,S.Diggs,40,32,599,609,392,3,22.51668028398504,250.91416110025799,110.9
00-0032211,T.Lockett,44,37,456,490,355,4,26.99461762432362,226.40540883653216,110
00-0030564,D.Hopkins,63,49,562,447,297,2,40.6843381870527,302.4178339574775,105.7
00-0033908,C.Kupp,55,35,451,525,258,3,35.496039137652886,252.9149402351472,105.5
00-0033932,K.Golladay,34,21,566,464,318,5,18.360313245186127,250.1313518194045,97.4
00-0034348,C.Sutton,46,28,523,445,303,4,27.156159501695065,262.0193971926741,96.5
00-0032392,A.Hooper,39,33,285,414,247,3,25.86511235521462,162.86270916072613,92.4
00-0029293,M.Jones,36,27,431,335,280,5,21.409224147085737,211.1842884985825,90.5
00-0033699,A.Ekeler,40,36,54,322,39,3,28.95845430820602,12.551077414583299,86.2
00-0031544,A.Cooper,35,26,503,463,315,2,19.879259581356955,229.26908162702503,84.30000000000001
00-0033040,T.Hill,32,20,531,370,288,4,17.280928124926056,222.12779035954625,81
00-0031428,A.Robinson,43,30,503,329,272,3,26.089402342022826,241.50665039003474,80.9
00-0035640,DK.Metcalf,35,20,382,308,202,5,20.41113074729036,190.0882636087627,80.8
00-0033288,G.Kittle,35,29,252,376,185,2,23.59820679026047,143.09716066558647,78.6
00-0033293,A.Jones,38,29,76,316,36,3,28.16895904383272,16.042186650271205,78.6
00-0030506,T.Kelce,49,32,419,405,241,1,31.204347631472455,236.36287943634787,78.5
00-0027944,J.Jones,43,31,570,447,369,0,24.80352822131651,287.2485806683295,75.7
00-0030061,Z.Ertz,45,29,429,337,249,2,28.14255741475772,240.22885542067488,74.7
00-0031547,D.Parker,32,22,335,269,202,4,19.711132774870396,177.90732827621233,72.9
00-0029137,A.Jeffery,47,29,436,304,217,2,29.137328692499885,218.32473097980514,71.4
00-0031382,J.Landry,41,26,314,394,210,1,25.79683777265523,173.18159938784018,71.4
00-0033127,W.Fuller,32,23,393,290,133,3,19.53726547230326,155.7768039932861,70
00-0033090,H.Henry,33,25,351,328,251,2,19.82292412721134,195.22447076431146,69.80000000000001
00-0029632,M.Sanu,40,30,284,269,159,2,26.251932636467743,155.57064940829176,68.9
00-0031062,J.White,43,36,111,329,84,0,30.82786027047789,45.44262454424834,68.9
00-0031610,D.Waller,30,22,212,281,140,3,19.798757520858228,117.86717023777082,68.1
00-0033280,C.McCaffrey,31,27,14,231,-15,3,23.587914129845817,-4.278143716734144,68.1
00-0027891,G.Tate,39,29,290,322,181,1,26.019689315560846,159.47976688784274,67.2
00-0035676,A.Brown,25,19,282,300,199,3,14.995332885029569,149.77128971367975,67
00-0029738,D.Fells,21,18,112,187,101,5,13.7512215057351,69.09140421353796,66.7
00-0027685,E.Sanders,32,23,366,310,214,2,19.006249851352198,186.12693109382352,66
00-0031051,J.Brown,35,24,525,357,303,1,18.62552294679676,240.84149852158484,65.7
00-0031285,D.Freeman,28,26,16,211,11,3,21.75789944563284,7.765832785378117,65.1
00-0033871,C.Davis,33,22,384,292,167,2,19.89939540244824,183.4973380260067,63.2
00-0034827,D.Moore,41,28,459,347,223,0,24.23599815194038,202.17845436398858,62.7
00-0030035,A.Thielen,25,16,271,218,144,4,14.902662703213222,133.04299011095958,61.8
00-0033251,Z.Pascal,23,17,248,268,187,3,13.657895644242203,133.3841016612956,61.8
00-0033009,T.Boyd,47,27,327,286,137,1,29.46546395400023,161.2831583323005,61.6
00-0035350,P.Williams,35,21,475,273,205,2,19.819049041759207,212.53281896503336,60.3
00-0034837,C.Ridley,34,20,433,268,226,2,19.635974093653164,217.45057578791915,58.8
00-0033536,M.Williams,35,21,487,373,259,0,19.68377690249888,224.14675649790644,58.300000000000004
00-0030431,R.Woods,37,25,256,328,148,0,24.371762610407757,143.8845464111407,57.800000000000004
00-0034351,D.Goedert,26,19,103,205,71,3,18.42830448084055,58.24713044596701,57.5
00-0033895,G.Everett,35,20,337,254,127,2,21.35884102785883,157.79095834829633,57.400000000000006
00-0027696,J.Graham,30,22,209,221,124,2,19.09268815117454,111.619241083935,56.1
00-0034686,A.Tate,42,20,480,297,264,1,24.277000175825208,244.71285725323875,55.7
00-0031941,J.Crowder,28,23,193,241,137,1,18.622352950193243,104.73853752666511,53.1
00-0033948,J.Williams,20,18,8,111,5,4,14.939215806563906,0.6215288134032364,53.1
00-0029000,C.Beasley,31,18,230,166,84,3,20.357079409500912,133.6459928238069,52.6
00-0033857,J.Smith-Schuster,26,19,298,216,152,2,15.60247617855691,131.66773651013528,52.6
00-0033282,C.Samuel,35,17,609,231,184,2,18.247535266089965,256.89857196924726,52.1
00-0034777,D.Chark,25,15,354,251,161,2,13.741504698963888,162.31785219633113,52.1
00-0035659,T.McLaurin,27,16,320,240,185,2,15.982994821968914,155.25137567871639,52
00-0035216,D.Johnson,25,19,213,209,103,2,16.596412885540087,91.19637248149945,51.900000000000006
00-0033839,D.Westbrook,35,21,242,305,149,0,22.128978817628184,124.49460403041661,51.5
00-0035535,D.Slayton,25,14,373,191,160,3,13.74234353273923,162.8297917675317,51.1
00-0034764,M.Gallup,29,16,307,228,156,2,17.5956422690068,159.94587429678944,50.8
00-0030279,K.Allen,41,25,509,253,207,0,23.830977803828194,248.0967890105322,50.3
00-0033893,D.Cook,30,24,-37,259,-28,0,24.270566891357785,-34.73091180172732,49.900000000000006
00-0031235,O.Beckham,36,20,383,287,179,0,21.50374170550264,171.04627124788774,48.7
00-0034753,M.Andrews,31,19,284,235,156,1,19.831368360014974,159.52674034829053,48.5
00-0032543,A.Erickson,28,19,247,288,140,0,16.834822980251083,120.38094687743471,47.8
