receiver_player_id,receiver_player_name,targets,Receptions,AirYards,ReceivingYards,completeAirYards,Touchdowns,expReceptions,expCompAirYards,PPR_points
00-0034364,J.Akins,28,20,118,248,94,2,19.17814888575833,70.52018938299365,56.8
00-0034844,S.Barkley,39,28,53,228,2,1,29.146345616739417,22.130188718496644,56.8
00-0025396,T.Ginn,32,20,451,296,271,1,17.733306881244182,200.13391426634487,55.6
00-0029664,J.Gordon,36,20,358,287,164,1,22.451846228032146,177.77764788807022,54.7
00-0030404,C.Thompson,37,27,61,276,34,0,27.629550851912978,32.95546628866894,54.6
00-0024389,De.Walker,30,21,234,215,158,2,19.48984902508254,138.03278933141152,54.5
00-0033594,C.Carson,29,24,-27,177,-39,2,22.487315837425804,-35.804795788099035,53.7
00-0030108,R.Griffin,24,19,136,162,73,3,16.142927561366783,75.9536894136422,53.2
00-0030663,W.Snead,24,17,235,238,147,2,15.096207713543603,126.82029723608822,52.8
00-0032626,G.Allison,34,20,297,205,131,2,21.511856600245363,153.66499612513095,52.5
00-0035719,D.Samuel,31,22,215,227,80,1,20.941587695316166,98.5502555483918,50.7
00-0033858,J.Smith,23,18,130,257,102,1,15.650897397868867,73.04198435771536,49.7
00-0027981,K.Rudolph,25,20,122,170,49,2,17.650996402518658,63.36451529316279,49
00-0034339,T.Quinn,40,24,289,189,134,1,27.001390281646525,162.02861130399523,48.900000000000006
00-0033118,K.Drake,36,26,7,226,-6,0,27.392523159800753,-5.3514564511916065,48.6
00-0030549,T.Eifert,32,23,204,192,138,1,20.527439547121045,117.92357275141646,48.2
00-0033897,J.Mixon,25,19,-29,110,-25,3,18.51592814972861,-27.799465864788857,48
00-0030300,J.Brown,23,14,236,205,147,2,14.177226899966774,127.45450825584881,46.5
00-0033658,B.Jarwin,16,12,139,162,98,3,10.017998229159167,72.52901635789371,46.2
00-0034829,M.Gesicki,30,21,298,248,179,0,18.421723740779846,151.10681796221277,45.8
00-0034981,F.Moreau,17,14,88,134,69,3,11.758038599597505,52.391008299798216,45.4
00-0034838,R.Freeman,34,27,20,181,8,0,25.661359888852385,6.761951854853479,45.1
00-0035006,O.Johnson,21,16,194,165,127,2,13.202733310858202,111.91616209031524,44.5
00-0030513,L.Murray,27,23,-30,153,-31,1,21.483670936511142,-31.814784040975947,44.3
00-0027061,J.Cook,26,15,200,168,115,2,16.441957615390557,120.87245435513515,43.8
00-0035287,K.Johnson,35,19,284,173,130,1,21.20047365566987,153.1279288088924,42.3
00-0027874,D.Thomas,29,19,296,232,146,0,16.98229533724517,142.84659188859996,42.2
00-0031273,C.Brate,21,15,160,151,105,2,13.409956547009395,100.61750096101561,42.1
00-0034367,N.Hines,29,23,38,188,7,0,21.658498495399726,17.56396429386754,41.8
00-0033045,E.Elliott,30,24,44,176,31,0,22.48335258858092,21.245975727007902,41.6
00-0034331,J.Samuels,28,26,-14,156,-16,0,21.960074870385462,-16.354071060174796,41.6
00-0032778,T.Sharpe,19,12,316,174,165,2,10.173943116283283,138.21918547307556,41.400000000000006
00-0031951,J.O'Shaughnessy,20,14,118,153,69,2,13.51033239549889,64.83063430828422,41.3
00-0034791,N.Chubb,32,25,-39,161,-28,0,25.567496566178626,-38.94165744480386,41.1
00-0033110,T.Higbee,23,18,130,170,68,1,15.653857063243903,76.09119036726486,41
00-0034109,P.Lindsay,32,25,-26,160,-17,0,25.30166675589364,-25.84279766852702,41
00-0034521,A.Lazard,18,15,224,193,134,1,10.633574024941547,98.5998861303185,40.3
00-0031598,N.Boyle,23,17,102,172,64,1,15.956449364635525,63.59513433447468,40.2
00-0034970,I.Smith,23,19,152,207,128,0,15.566464384583332,76.02084450812836,39.7
00-0032764,D.Henry,16,11,-40,164,-28,2,13.156697913550115,-35.121705072536194,39.400000000000006
00-0035689,D.Knox,26,14,219,192,121,1,16.80564061907295,119.0025016005822,39.2
00-0030670,B.Fowler,31,21,310,177,149,0,19.37882946943798,161.73422599238788,38.7
00-0034830,H.Hurst,20,16,155,156,91,1,12.770694752338457,87.90031298075309,37.6
00-0031344,C.Latimer,25,14,328,173,142,1,14.009733010030171,156.11929239838742,37.3
00-0034353,A.Miller,27,16,296,211,135,0,16.469473957076463,134.9209107875395,37.1
00-0030216,J.Hill,21,15,124,160,57,1,14.13470876912826,70.38602825465887,37
00-0034676,J.Washington,28,14,437,230,175,0,15.150731451604837,187.26592446685456,37
00-0026189,D.Jackson,10,9,147,159,144,2,5.927565772997597,57.316257715836045,36.9
00-0027029,L.McCoy,22,20,-21,106,-52,1,17.586784039611626,-31.115265020211943,36.6
00-0032355,C.Rogers,21,12,155,125,77,2,13.855240728199483,83.23196553616602,36.5
00-0033611,R.Seals-Jones,14,9,153,155,84,2,7.833459782406024,73.7581026399412,36.5
00-0033357,T.Hill,11,8,66,97,47,3,7.422884391902345,38.49272432788312,35.7
00-0034777,D.Chark Jr.,26,13,215,164,76,1,16.177914598791094,103.64802366100874,35.400000000000006
00-0030068,M.Goodwin,16,11,228,181,148,1,8.879831070985881,111.3513664886548,35.1
00-0030874,Dam.Williams,20,17,37,118,-14,1,14.706665698061189,6.199473598426821,34.8
00-0031868,D.Byrd,26,17,280,178,114,0,16.4874438311787,120.60523808330485,34.8
00-0035703,M.Boykin,14,9,198,131,116,2,7.990248476820266,91.28715059731906,34.1
00-0034860,D.Pettis,18,11,129,109,86,2,11.497198621714022,72.90325892261289,33.9
00-0029587,R.Ellison,24,15,123,125,73,1,16.343554127473052,65.47224372062718,33.5
00-0033307,K.Bourne,16,11,155,158,107,1,10.025509858692324,89.68728017976282,32.8
00-0033854,D.Ogunbowale,24,18,59,145,42,0,17.62948481737643,40.311626907821015,32.5
00-0035639,P.Campbell,19,15,142,115,24,1,13.082379741077903,51.45112823701322,32.5
00-0033681,K.Cole,10,9,87,113,80,2,6.254459057830496,41.43947333893679,32.3
00-0035685,D.Montgomery,24,18,69,133,30,0,17.61964356537532,18.94213176599667,31.3
00-0034960,J.Meyers,17,14,148,172,126,0,10.923280032632979,79.26009089840447,31.2
00-0033094,M.Hall,8,5,202,201,167,1,3.871030018011342,62.91824425958586,31.1
00-0030821,A.Hurns,15,11,187,138,103,1,9.117312304639395,88.26932507692449,30.8
00-0034297,B.Pringle,13,10,137,147,98,1,7.889461851217706,65.37162314165805,30.700000000000003
00-0030456,G.Bernard,22,18,-12,126,-15,0,16.85497194400227,-14.375312463784871,30.6
00-0033879,O.Howard,17,13,150,176,94,0,10.765232048193077,74.57933015000953,30.6
00-0032602,J.McKissic,17,13,29,115,22,1,11.994813776097818,13.920243099091083,30.5
00-0033308,M.Breida,15,14,4,103,1,1,11.7039936265617,-1.531200441653913,30.3
00-0030288,R.Burkhead,21,16,66,142,44,0,15.17619522068269,32.42912859576558,30.200000000000003
00-0033589,D.Moore,21,10,275,139,73,1,11.916518837614507,125.09793343779526,29.9
00-0028087,D.Lewis,24,20,-2,96,-14,0,18.806263301641806,-7.07977982034432,29.6
00-0032241,T.Gurley,24,15,29,81,12,1,17.75572706811054,14.145761742465362,29.1
00-0029572,J.Wright,28,14,252,150,92,0,17.43081211733198,129.65473112118366,29
00-0033387,J.Hollister,14,9,91,75,53,2,8.930581856783036,51.52061051401515,28.5
00-0034681,C.Edmonds,17,12,12,105,-10,1,12.692407314624862,4.101711812729478,28.5
00-0028112,C.Clay,15,12,113,164,106,0,9.616157082970057,51.70059712529359,28.400000000000002
00-0031558,M.Williams,11,10,87,124,65,1,7.219509701094142,52.26215948958264,28.4
00-0033466,I.McKenzie,11,10,22,124,1,1,8.597977198203923,-0.7665623936640686,28.4
00-0034366,K.Coutee,20,13,138,154,69,0,13.3609885029844,75.73683627063883,28.4
00-0024221,V.Davis,17,10,83,123,33,1,12.12727228421037,55.246397637440054,28.3
00-0035250,D.Singletary,16,12,3,103,-24,1,11.978165015704633,-16.26038322982259,28.3
00-0031787,J.Kumerow,14,8,226,140,113,1,7.402827082658352,93.48525175922501,28
00-0033528,J.Sprinkle,19,14,97,140,71,0,13.29723700695578,61.121300299991674,28
00-0034349,K.Johnson,14,9,75,126,17,1,9.231445194435528,37.690648509533744,27.6
00-0032144,M.Gordon,18,14,-11,66,-9,1,14.131094651807405,-13.475102193957692,26.6
00-0027966,M.Ingram,15,14,12,125,6,0,10.890778344147,0.03671563309918169,26.5
00-0030155,D.Harris,13,8,79,64,29,2,8.963332072264334,43.77076375205504,26.4
00-0029239,B.Bolden,10,9,57,111,52,1,6.867432895898958,23.834736997793065,26.1
00-0033025,J.Richard,17,14,48,120,48,0,11.891881036784694,25.123551275069072,26
00-0033950,W.Gallman Jr,13,10,24,99,-5,1,9.589874520635831,9.134140142372885,25.9
00-0032791,J.Grant,25,14,294,117,53,0,15.498485158189178,111.85677951652463,25.700000000000003
00-0034301,D.Williams,14,11,29,147,-6,0,10.256595623486358,3.41192606064121,25.700000000000003
00-0034679,M.Walton,20,15,-3,89,-3,0,15.706929891451374,-7.0256524859105,23.9
00-0033891,Z.Jones,21,12,234,117,77,0,12.221387770017152,99.36309574751782,23.700000000000003
00-0032058,T.Coleman,12,10,-17,74,-19,1,9.419057667547902,-16.282434913653013,23.4
00-0034439,R.Izzo,9,6,78,114,64,1,5.592208842463389,46.23859454596128,23.4
00-0024243,M.Lewis,13,10,96,130,66,0,8.619669861934709,46.43425620635893,23
00-0032780,J.Howard,14,10,1,69,0,1,10.643361580090211,-1.7727629163083258,22.9
00-0033555,M.Hollins,20,10,261,125,92,0,11.631293747157216,130.0855830080479,22.5
00-0030710,T.Burton,21,14,96,84,48,0,14.337187300528164,56.267830678450736,22.4
00-0031934,D.Smith,9,5,129,113,81,1,5.27307192215995,59.555276185256815,22.3
00-0030669,A.Wilson,16,10,59,58,17,1,11.445053806066124,21.987979182647234,21.8
00-0033943,J.Reynolds,18,5,248,107,90,1,10.189856634245444,113.44452613782393,21.700000000000003
00-0034370,D.Hamilton,23,11,152,106,49,0,15.21021065497112,85.10755822490235,21.6
00-0031166,S.Roberts,16,10,152,115,81,0,9.882275868988039,80.76166850948756,21.5
00-0028411,D.Inman,13,8,197,132,101,0,7.263412032351681,94.84394163871465,21.200000000000003
00-0034411,R.Gage,17,11,180,102,89,0,10.425358186314286,102.59070869633084,21.200000000000003
00-0035700,J.Jacobs,15,11,-11,102,-5,0,11.711429272182247,-12.063476820617266,21.200000000000003
00-0035268,R.Armstead,9,7,22,79,26,1,6.15247787667577,14.542407112110045,20.9
00-0034816,R.Jones,11,8,15,124,9,0,8.011990136638879,9.902602546624061,20.4
00-0033111,P.Cooper,12,11,47,93,45,0,8.680679242617188,23.441183928509837,20.3
00-0032134,C.Uzomah,13,9,47,112,30,0,9.248246334341166,24.89598845793914,20.200000000000003
00-0032209,T.Yeldon,11,10,21,100,18,0,8.418534385440585,6.809858823378737,20
00-0034253,D.Hilliard,13,11,-4,88,-14,0,10.093132613246558,-7.061424272827974,19.8
00-0034378,I.Smith,14,11,24,87,15,0,10.265358435613438,16.471294417819795,19.700000000000003
00-0032141,G.Swaim,17,13,55,65,19,0,11.282876916324017,33.7372519253968,19.5
00-0031570,J.Hardy,14,10,117,94,48,0,8.867130513223017,59.414138902851704,19.4
00-0032423,T.Davis,9,8,83,111,46,0,5.9056105806697525,34.251763611859815,19.1
00-0032918,C.Ham,14,8,28,51,12,1,10.153256014752095,18.41772707354478,19.1
00-0032940,D.Washington,11,10,21,90,21,0,7.7654252096313225,14.391340307413657,19
00-0034426,J.Wims,10,6,103,70,61,1,6.231089657970344,52.745850641768314,19
00-0032054,B.Perriman,23,7,257,58,51,1,13.490238593312345,114.518973077845,18.8
00-0034867,M.Turner,9,7,111,118,70,0,5.522087472970822,55.629042307743866,18.8
00-0035527,A.Isabella,3,3,18,96,18,1,1.9236199286601339,5.544314743256928,18.6
00-0034765,T.Smith,5,5,37,75,37,1,3.0930050567368763,20.569724928288977,18.5
